Achieve-ratio,Achieve,Adj-ratio,Adj,Adverb-ratio,Adverb,Affect-ratio,Affect,Affiliation-ratio,Affiliation,Anger-ratio,Anger,Anx-ratio,Anx,Article-ratio,Article,Assent-ratio,Assent,AuthorityVice-ratio,Authority Vice,AuthorityVirtue-ratio,Authority Virtue,Auxverb-ratio,Auxverb,BT-none-USD,Bio-ratio,Bio,Body-ratio,Body,CERT dummycode,Genre (Primary),Country (primary),Net Positive Ratio,IMDB URL,Harm-ratio,Fairness-ratio,Ingroup-ratio,Authority-ratio,Purity-ratio,Dummy-1001 Book,Dummy-Guardian List,Dummy-AFC 1998,Dummy-AFC 2007,Dummy-SS 2012,Dummy-WGA 2005,List of Lists Score,Cause-ratio,Cause,Certain-ratio,Certain,CogProc-ratio,Cog Proc,Compare-ratio,Compare,Conj-ratio,Conj,Death-ratio,Death,Differ-ratio,Differ,Discrep-ratio,Discrep,Drives-ratio,Drives,FairnessVice-ratio,Fairness Vice,FairnessVirtue-ratio,Fairness Virtue,Family-ratio,Family,Feel-ratio,Feel,Female-ratio,Female,Filler-ratio,Filler,FocusFuture-ratio,Focus Future,FocusPast-ratio,Focus Past,FocusPresent-ratio,Focus Present,Friend-ratio,Friend,Function-ratio,Function,GR-usa-USD,GR-worldwide-USD,HarmVice-ratio,Harm Vice,HarmVirtue-ratio,Harm Virtue,Health-ratio,Health,Hear-ratio,Hear,Home-ratio,Home,I-ratio,ID Subtitle File,ID Subtitle,I,Informal-ratio,Informal,Ingest-ratio,Ingest,IngroupVice-ratio,Ingroup Vice,IngroupVirtue-ratio,Ingroup Virtue,Insight-ratio,Insight,Interrog-ratio,Interrog,Ipron-ratio,Ipron,Leisure-ratio,Leisure,Male-ratio,Male,Money-ratio,Money,MoralityGeneral-ratio,Morality General,Motion-ratio,Motion,Movie ID,Movie Imdb ID,Movie Name,Movie Year,Negate-ratio,Negate,Negative-ratio,Negative,Negemo-ratio,Negemo,Netspeak-ratio,Netspeak,Nonflu-ratio,Nonflu,Number-ratio,Number,OW-usa-USD,OW-worldwide-USD,Percept-ratio,Percept,Posemo-ratio,Posemo,Positive-ratio,Positive,Power-ratio,Power,Ppron-ratio,Ppron,Prep-ratio,Prep,PrimaryGenre dummycoded,Pronoun-ratio,Pronoun,PurityVice-ratio,Purity Vice,PurityVirtue-ratio,Purity Virtue,Quant-ratio,Quant,RT-usa-USD,RT-worldwide-USD,Relativ-ratio,Relativ,Relig-ratio,Relig,Reward-ratio,Reward,Risk-ratio,Risk,Sad-ratio,Sad,See-ratio,See,Sexual-ratio,Sexual,SheHe-ratio,She He,Social-ratio,Social,Space-ratio,Space,Sub Actual CD,SubDownloadsCnt 1,Sub Downloads Cnt,Sub Format,Sub Language ID,Sub Sum CD,Swear-ratio,Swear,Tentat-ratio,Tentat,They-ratio,They,Time-ratio,Time,TotalWords 1,Total Words,USAany 1 other 0,USAonly 1 other 0,User Rank,Verb-ratio,Verb,WG-usa-USD,We-ratio,We,Work-ratio,Work,Released in Decade,You-ratio,You,Action,Actors,Adult,Adventure,Alternate Title,Animation,Awards,Biography,Cert-Argentina,Cert-Australasia,Cert-Australia,Cert-Austria,Cert-Belgium,Cert-Brazil,Cert-Canada,Cert-Chile,Cert-China,Cert-Colombia,Cert-Cyprus,Cert-Czech-Republic,Cert-Denmark,Cert-Finland,Cert-France,Cert-Germany,Cert-Greece,Cert-Hong-Kong,Cert-Hungary,Cert-Iceland,Cert-India,Cert-Indonesia,Cert-Iran,Cert-Ireland,Cert-Israel,Cert-Italy,Cert-Japan,Cert-Luxembourg,Cert-Malaysia,Cert-Malta,Cert-Mexico,Cert-Netherlands,Cert-New-Zealand,Cert-Norway,Cert-Peru,Cert-Philippines,Cert-Poland,Cert-Portugal,Cert-Puerto-Rico,Cert-Romania,Cert-Russia,Cert-Singapore,Cert-Slovakia,Cert-South-Africa,Cert-South-Korea,Cert-Soviet-Union,Cert-Spain,Cert-Sweden,Cert-Switzerland,Cert-Taiwan,Cert-Thailand,Cert-Turkey,Cert-Uk,Cert-Usa,Cert-Venezuela,Cert-West-Germany,Comedy,country (GenresAndFinanceAndCertsAndSent),Country,Crime,Director,Documentary,Drama,Errors,Family1,Fantasy,Genre1,Genre2,Genre3,Genre,History,Horror,idtransform1,idtransform2,imdb_id (GenresAndFinanceAndCertsAndSent),Imdb Id,Imdb Rating,Imdb Signature,Imdb Votes,Included In 1001 Book,Included In Guardian List,Language,Made For,Metascore,Music,Musical,Mystery,News,Plot,Plot Summary,Poster,Random Number,Rank Afc 1998,Rank Afc 2007,Rank Ss 2012,Rank Wga 2005,Rated,Rating Dist,Rating Rank,Rating Votes,Released,Romance,Running Time,Running Time Comment,Runtime,Short,Sport,Thriller,Title,Type,War,Western,Wikipedia Url,Writer,Year
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drama,China,,http://www.imdb.com/title/tt0195256,,,,,,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930s,,,,"Lingyu Ruan, Tian Jian, Zhizhi Zhang, Keng Li",,,"Goddess, The (Shen nu)",,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,Yonggang Wu,,,,,,,,,Drama,,,,,,tt0195256,7.8,,1075,TRUE,,"Chinese, English",,N/A,,,,,"Street walker by night, devoted mother by day, a woman fights to get her young son an education amid criminal and social injustice in China.",,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NTI5MDgwOV5BMl5BanBnXkFtZTcwOTk1MDE0MQ@@._V1_SX300.jpg,,,,,,TV-PG,,,,,,,,85 min,,,,The Goddess,,,,,Yonggang Wu (script director),1934
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Biography,Soviet Union,,http://www.imdb.com/title/tt0060107,,,,,,1,1,0,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960s,,,,"Anatoliy Solonitsyn, Ivan Lapikov, Nikolay Grinko, Nikolay Sergeev",,,Andrei Rublev (Andrey Rublyov),,3 wins.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soviet Union,,Andrei Tarkovsky,,,,,,,,,"Biography, Drama, History",,,,,,tt0060107,8.4,,23818,TRUE,TRUE,"Russian, Italian, Tatar",,N/A,,,,,"The life, times and afflictions of the fifteenth-century Russian iconographer.",,http://ia.media-imdb.com/images/M/MV5BODQyMDAzMTQ3OV5BMl5BanBnXkFtZTgwNjUyMTM2MTE@._V1_SX300.jpg,,,,26,,NOT RATED,,,,,,,,205 min,,,,Andrei Rublev,,,,,"Andrey Konchalovskiy, Andrei Tarkovsky",1966
0.011102,53,0.037495,179,0.067449,322,0.063888,305,0.029744,142,0.007122,34,0.004399,21,0.055928,267,0.002723,13,0,0,0.004189,20,0.095727,457,,0.01571,75,0.005656,27,,Drama,China,0.001257,http://www.imdb.com/title/tt0206442,0.006284,0.000209,0.001676,0.004189,0.001256,1,0,0,0,0,0,1,0.014872,71,0.014034,67,0.108295,517,0.014034,67,0.039171,187,0.006494,31,0.035819,171,0.015501,74,0.084625,404,0,0,0.000209,1,0.00796,38,0.007541,36,0.020109,96,0,0,0.012149,58,0.033934,162,0.160662,767,0.005027,24,0.561584,2681,,,0.005027,24,0.001257,6,0.005027,24,0.021994,105,0.004189,20,0.054252,1951877284,3290639,259,0.004608,22,0.002095,10,0.000419,2,0.001257,6,0.022832,109,0.017386,83,0.055928,267,0.020528,98,0.025974,124,0.002723,13,0.005446,26,0.025346,121,36372,206442,Ye ban ge sheng,1937,0.032049,153,0.046502,222,0.026602,127,0,0,0.002514,12,0.00775,37,,,0.048806,233,0.03561,170,0.047759,228,0.031839,152,0.147047,702,0.09468,452,1,0.202974,969,0.001047,5,0.000209,1,0.01194,57,,,0.138458,661,0.002514,12,0.01173,56,0.005656,27,0.008588,41,0.018643,89,0.001466,7,0.023041,110,0.167155,798,0.044198,211,1,407,407,srt,eng,1,0.000209,1,0.016129,77,0.00377,18,0.073523,351,4774,4774,0,0,,0.186426,890,,0.012568,60,0.010473,50,1930s,0.053414,255,0,"Menghe Gu, Ping Hu, Shan Jin, Chau-Shui Yee",0,0,Song at Midnight (Ye Ban Ge Sheng),0,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,China,China,0,Weibang Ma-Xu,0,1,,0,0,drama,horror,romance,"Drama, Horror, Romance",0,1,206442,206442,tt0206442,tt0206442,6.5,Ye ban ge sheng (1937),382,TRUE,,Mandarin,,N/A,0,0,0,0,"China's first horror film, this is loosely based on The Phantom of the Opera. A disfigured musical genius roams a traditional Chinese opera house, punishing those who offend him.",,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1MjU4MzE1Nl5BMl5BanBnXkFtZTcwMDMwODM0MQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",0.940808716,,,,,N/A,22100,6.6,338,,1,113,24 fps,113 min,0,0,0,Song at Midnight,movie,0,0,,"Gaston Leroux (play), Weibang Ma-Xu",1937
0.010331,70,0.030401,206,0.0549,372,0.045602,309,0.025974,176,0.00487,33,0.002361,16,0.070838,480,0.004575,31,0.000738,5,0.007379,50,0.12072,818,,0.013577,92,0.005165,35,,Drama,India,0.002362,http://www.imdb.com/title/tt0056537,0.005312,0.000443,0.002066,0.008117,0.000443,1,0,0,0,0,0,1,0.011954,81,0.014315,97,0.079693,540,0.010183,69,0.032763,222,0.004723,32,0.020071,136,0.012249,83,0.074675,506,0.000148,1,0.000295,2,0.017267,117,0.002952,20,0.013282,90,0.000148,1,0.033648,228,0.04088,277,0.154664,1048,0.002804,19,0.539551,3656,,,0.003689,25,0.001623,11,0.003985,27,0.010773,73,0.00974,66,0.047078,1951632644,3100913,319,0.010773,73,0.00428,29,0.000738,5,0.001328,9,0.015643,106,0.022137,150,0.048701,330,0.009593,65,0.034238,232,0.006198,42,0.002509,17,0.039404,267,22673,56537,Subarnarekha,1965,0.024498,166,0.03291,223,0.017857,121,0.001033,7,0.003985,27,0.006641,45,,,0.028926,196,0.02745,186,0.035272,239,0.025826,175,0.126328,856,0.113194,767,1,0.175472,1189,0.000148,1,0.000295,2,0.012692,86,,,0.165437,1121,0.003099,21,0.012397,84,0.003394,23,0.006789,46,0.01402,95,0,0,0.022875,155,0.146842,995,0.070396,477,1,365,365,srt,eng,1,0.000295,2,0.014315,97,0.004132,28,0.059917,406,6776,6776,0,0,silver member,0.232438,1575,,0.011216,76,0.024203,164,1960s,0.041027,278,0,"Abhi Bhattacharya, Bijon Bhattacharya, Indrani Chakrabarty, Gita Dey",0,0,"Golden Thread, The (Subarnarekha)",0,N/A,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,India,India,0,Ritwik Ghatak,0,1,,0,0,drama,,,Drama,0,0,56537,56537,tt0056537,tt0056537,7.7,Subarnarekha (1965),521,TRUE,,Bengali,,N/A,0,0,0,0,A man (Abhi Bhattacharya) opposes the love between his sister and the orphan (Satindra Bhattacharya) they adopted years earlier.,,"https://images-na.ssl-images-amazon.com/images/M/MV5BMWVlMDRmYTktMmRkMy00NWFlLWI3MmEtNGU2OGQ0NTEyZTg1XkEyXkFqcGdeQXVyNjA3OTI5MjA@._V1_UY268_CR3,0,182,268_AL_.jpg",0.234054942,,,,,N/A,1212,7.8,447,,0,"143,128",BFI print,143 min,0,0,0,The Golden Thread,movie,0,0,,"Umanath Bhattacharya (assistant screenplay writer), Ritwik Ghatak (screenplay), Ritwik Ghatak (story extension), Radheshyam Jhunjhunwala (story)",1965
0.011599,23,0.025719,51,0.043873,87,0.032274,64,0.012607,25,0.001009,2,0.002017,4,0.063036,125,0.010086,20,0,0,0.00353,7,0.096319,191,,0.006051,12,0.001513,3,7,Drama,India,0.006052,http://www.imdb.com/title/tt0051792,0.000504,0.000504,0.000504,0.00353,0.002017,1,0,0,0,0,0,1,0.016137,32,0.013616,27,0.07413,147,0.00706,14,0.029753,59,0.000504,1,0.020676,41,0.014624,29,0.061523,122,0,0,0.000504,1,0.009581,19,0.001009,2,0.004539,9,0,0,0.009581,19,0.02824,56,0.148764,295,0.001009,2,0.492184,976,94886,,0,0,0.000504,1,0.001009,2,0.020171,40,0.015633,31,0.043873,1952898029,4212707,87,0.01059,21,0.003026,6,0,0,0.000504,1,0.011094,22,0.029249,58,0.05295,105,0.026727,53,0.029753,59,0.015129,30,0.002521,5,0.044377,88,6217,51792,Jalsaghar,1958,0.027736,55,0.023197,46,0.012103,24,0,0,0.000504,1,0.00706,14,,,0.029249,58,0.020171,40,0.029249,58,0.033283,66,0.128089,254,0.086233,171,1,0.181543,360,0.000504,1,0.001513,3,0.00706,14,,,0.140192,278,0.009581,19,0.007564,15,0.002017,4,0.00353,7,0.00706,14,0.000504,1,0.023197,46,0.131619,261,0.054967,109,1,162,162,srt,eng,1,0,0,0.01059,21,0.004539,9,0.044881,89,1983,1983,0,0,,0.182047,361,,0.006556,13,0.011094,22,1950s,0.049924,99,0,"Chhabi Biswas, Sardar Akhtar, Gangapada Basu, Bismillah Khan",0,0,"Music Room, The (Jalsaghar)",0,1 win & 1 nomination.,0,,,g,,,,,,,,,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u,not,,,0,India,India,0,Satyajit Ray,0,1,,0,0,drama,music,,"Drama, Music",0,0,51792,51792,tt0051792,tt0051792,8.1,Jalsaghar (1958),3505,TRUE,,Bengali,,N/A,1,0,0,0,"Depicts the end days of a decadent zamindar (landlord) in Bengal, and his efforts to uphold his family prestige even when faced with economic adversity.",,http://ia.media-imdb.com/images/M/MV5BN2E3MzY0ZDUtNmFlMS00NTQxLWExODEtYTY2NTM5ZDAxZjQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0.476248016,,,,,NOT RATED,1222,8.2,3020,,0,"100,USA:95",,95 min,0,0,0,The Music Room,movie,0,0,,"Tarashankar Banerjee (based on the story by), Satyajit Ray (script), Santi P. Choudhury (assistant screenplay writer)",1958
0.006391,47,0.032907,242,0.06935,510,0.056976,419,0.012238,90,0.004623,34,0.002992,22,0.040114,295,0.012374,91,0,0,0.001088,8,0.132581,975,,0.015094,111,0.007615,56,11,Comedy,UK,0.019037,http://www.imdb.com/title/tt0066122,0.000816,0.000136,0.000544,0.001088,0.002176,1,0,0,0,0,0,1,0.01183,87,0.020805,153,0.100761,741,0.008975,66,0.03114,229,0.000408,3,0.025564,188,0.017134,126,0.07071,520,0,0,0.000136,1,0.004623,34,0.005439,40,0.015774,116,0.000408,3,0.023253,171,0.030596,225,0.200027,1471,0.00136,10,0.567174,4171,,,0.000408,3,0.000408,3,0.002856,21,0.005847,43,0.004759,35,0.056432,1952921288,4233472,415,0.044466,327,0.003807,28,0.000136,1,0.000408,3,0.017405,128,0.02774,204,0.0839,617,0.008703,64,0.022029,162,0.005167,38,0.005575,41,0.034811,256,36004,66122,Deep End,1970,0.038075,280,0.02978,219,0.016318,120,0.004351,32,0.018901,139,0.013326,98,,,0.031275,230,0.040522,298,0.048817,359,0.028148,207,0.153522,1129,0.098042,721,2,0.237558,1747,0.001632,12,0.000544,4,0.022573,166,,,0.154474,1136,0.005031,37,0.021621,159,0.006255,46,0.004487,33,0.019853,146,0.001632,12,0.016046,118,0.153386,1128,0.079413,584,1,236,236,srt,eng,1,0.004487,33,0.017677,130,0.005847,43,0.044058,324,7354,7354,0,0,,0.251836,1852,,0.006527,48,0.010878,80,1970s,0.06867,505,0,"Jane Asher, John Moulder-Brown, Karl Michael Vogler, Christopher Sandford",0,0,Deep End,0,N/A,0,,,r,,,,,,,,,,,k-16,,16,,,,,,,,,,,,,,,,,,,,,,,,,,m18,,,,,,,,,,,15,r,,16,1,"UK,West Germany","UK, West Germany",0,Jerzy Skolimowski,0,1,,0,0,comedy,drama,romance,"Comedy, Drama, Romance",0,0,66122,66122,tt0066122,tt0066122,7.3,Deep End (1970),3423,TRUE,,English,,N/A,0,0,0,0,"15-year-old Mike takes a job at the local swimming baths, where he becomes obsessed with an attractive young woman, Susan, who works there as an attendant. Although Susan has a fianc_©, Mike...",,http://ia.media-imdb.com/images/M/MV5BMmU1Y2QwYjUtZWYwZC00MGQyLWE4OWUtYWMwMGQ2NzUxNjkxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,0.255694921,,,,,R,12211,7.2,3089,,1,"Poland:90,Spain:88,USA:88,UK:92",original version,88 min,0,0,0,Deep End,movie,0,0,,"Jerzy Skolimowski, Jerzy Gruza, Boleslaw Sulik",1970
0.007017,83,0.044805,530,0.071266,843,0.072703,860,0.026376,312,0.003889,46,0.002283,27,0.044721,529,0.005833,69,0,0,0.002029,24,0.126469,1496,1486000,0.020881,247,0.005072,60,16,Drama,USA,0.030687,http://www.imdb.com/title/tt0028683,0.002452,0.000507,0.00093,0.002029,0.00093,1,0,0,0,0,0,1,0.016908,200,0.022064,261,0.133824,1583,0.020374,241,0.056218,665,0.001944,23,0.039902,472,0.023755,281,0.067884,803,0.000169,2,0.000338,4,0.003466,41,0.002621,31,0.01733,205,0.000254,3,0.028574,338,0.03838,454,0.164934,1951,0.005072,60,0.596331,7054,1154000,1688000,0.001099,13,0.001353,16,0.006679,79,0.007693,91,0.002874,34,0.074647,1952122534,3504769,883,0.019782,234,0.004058,48,8.50E-05,1,0.000845,10,0.022825,270,0.027644,327,0.059768,707,0.009553,113,0.024009,284,0.010905,129,0.005918,70,0.026629,315,9909,28683,Camille,1936,0.041931,496,0.030603,362,0.015978,189,0.000507,6,0.013103,155,0.015809,187,,,0.022994,272,0.055119,652,0.06129,725,0.017922,212,0.178037,2106,0.099501,1177,1,0.238228,2818,0.000507,6,0.000423,5,0.017246,204,,,0.127906,1513,0.003297,39,0.017838,211,0.004058,48,0.005241,62,0.011751,139,0.000254,3,0.024854,294,0.168569,1994,0.050554,598,1,470,470,srt,eng,1,0,0,0.026038,308,0.003551,42,0.054612,646,11829,11829,1,1,gold member,0.235354,2784,,0.008961,106,0.006171,73,1930s,0.066024,781,0,"Greta Garbo, Robert Taylor, Lionel Barrymore, Elizabeth Allan",0,0,Camille,0,Nominated for 1 Oscar. Another 2 wins.,0,13,,g,,,,,,,,,,,k-16,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,15,,,,,,tv-pg,,12,0,USA,USA,0,George Cukor,0,1,,0,0,drama,romance,,"Drama, Romance",0,0,28683,28683,tt0028683,tt0028683,7.6,Camille (1936),5628,TRUE,,English,,N/A,0,0,0,0,"A Parisian courtesan must choose between the young man who loves her and the callous baron who wants her, even as her own health begins to fail.",,"https://images-na.ssl-images-amazon.com/images/M/MV5BNWU5MjcxYTctZTg5Ny00ZTM0LWJjMjAtODg4MWU2MGZlNDZlXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg",0.064689046,,,,,PASSED,12211,7.5,5118,,1,109,,109 min,0,0,0,Camille,movie,0,0,,"Zoe Akins (screen play), Frances Marion (screen play), James Hilton (screen play), Alexandre Dumas fils (from the play and novel by)",1936
0.007397,47,0.027384,174,0.041549,264,0.052408,333,0.018414,117,0.006295,40,0.002046,13,0.058861,374,0.005036,32,0.000944,6,0.007082,45,0.078376,498,1950000,0.022663,144,0.007554,48,2,Adventure,USA,0.004722,http://www.imdb.com/title/tt0026752,0.003463,0.000787,0.001102,0.008026,0.000945,1,0,1,0,0,0,2,0.011174,71,0.014794,94,0.084671,538,0.010545,67,0.035568,226,0.003148,20,0.025811,164,0.012433,79,0.10875,691,0.000472,3,0.000315,2,0.003462,22,0.004879,31,0.006453,41,0.000157,1,0.016682,106,0.03006,191,0.119295,758,0.002675,17,0.45373,2883,4460000,,0.001889,12,0.001574,10,0.00299,19,0.006453,41,0.002203,14,0.016368,84716,65713,104,0.014794,94,0.01259,80,0,0,0.001102,7,0.015895,101,0.016682,106,0.043437,276,0.005351,34,0.06248,397,0.004092,26,0.005194,33,0.026125,166,7039,26752,Mutiny on the Bounty,1935,0.027699,176,0.037771,240,0.020774,132,0.001102,7,0.007554,48,0.014794,94,,,0.021404,136,0.030689,195,0.042493,270,0.064841,412,0.108436,689,0.100881,641,11,0.151873,965,0.000315,2,0.00063,4,0.01385,88,,,0.115518,734,0.007869,50,0.01684,107,0.005036,32,0.003777,24,0.009443,60,0.000157,1,0.020617,131,0.173591,1103,0.059175,376,1,181,181,srt,eng,2,0.00063,4,0.013535,86,0.007397,47,0.032421,206,6354,6354,1,1,bronze member,0.163991,1042,,0.012433,79,0.012433,79,1930s,0.051621,328,0,"Charles Laughton, Clark Gable, Franchot Tone, Herbert Mundin",0,1,Mutiny On The Bounty,0,Won 1 Oscar. Another 2 wins & 7 nominations.,0,13,,g,,,,pg,,,,,,,,,12,,,,,,,,,,,,,,,,12,g,,,,,,,,,,,,12,,,15,,,,,pg,approved,,,0,USA,USA,0,Frank Lloyd,0,1,,0,0,adventure,drama,history,"Adventure, Drama, History",1,0,26752,26752,tt0026752,tt0026752,7.8,Mutiny on the Bounty (1935),16253,TRUE,,"English, Polynesian",,N/A,0,0,0,0,"Midshipman Roger Byam joins Captain Bligh and Fletcher Christian aboard the HMS Bounty for a voyage to Tahiti. Bligh proves to be a brutal tyrant and, after six pleasant months on Tahiti, ...",,"https://images-na.ssl-images-amazon.com/images/M/MV5BNzJkM2ZiZjktYjA0MS00OGQxLWI5NWEtNzQ5M2U4MjZhMzc0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg",0.487569041,86,,,,NOT RATED,2311,7.8,14734,,0,132,,132 min,0,0,0,Mutiny on the Bounty,movie,0,0,,"Talbot Jennings (screenplay), Jules Furthman (screenplay), Carey Wilson (screenplay), Charles Nordhoff (book), James Norman Hall (book), Margaret Booth",1935
0.028195,60,0.027256,58,0.019737,42,0.035714,76,0.031015,66,0.00282,6,0.007519,16,0.146617,312,0,0,0.00282,6,0.007519,16,0.070489,150,,0.012218,26,0.00282,6,7,Drama,Soviet Union,-0.037594,http://www.imdb.com/title/tt0015361,0.005639,0.00188,0.012218,0.010339,0.00094,1,0,0,0,0,0,1,0.006579,14,0.012218,26,0.06015,128,0.004699,10,0.021617,46,0.003759,8,0.024436,52,0.008459,18,0.12782,272,0.00094,2,0.00094,2,0.00188,4,0.007519,16,0,0,0,0,0.008459,18,0.030075,64,0.086466,184,0.007519,16,0.464286,988,,,0.00188,4,0.003759,8,0.00188,4,0.00188,4,0.003759,8,0.007519,1951639245,3106530,16,0.003759,8,0.007519,16,0.00282,6,0.009398,20,0.011278,24,0.004699,10,0.015977,34,0.009398,20,0.018797,40,0.012218,26,0,0,0.025376,54,6788,15361,Stachka,1925,0.017857,38,0.06297,134,0.024436,52,0,0,0.00188,4,0.014098,30,,,0.011278,24,0.010338,22,0.025376,54,0.06485,138,0.06109,130,0.132519,282,1,0.077068,164,0,0,0.00094,2,0.015038,32,,,0.133459,284,0.003759,8,0.007519,16,0.010338,22,0.00282,6,0.00188,4,0,0,0.006579,14,0.105263,224,0.069549,148,1,404,404,srt,eng,1,0.00188,4,0.010338,22,0.015977,34,0.037594,80,2128,2128,0,0,administrator,0.129699,276,,0.017857,38,0.070489,150,1920s,0.013158,28,0,"Maksim Shtraukh, Grigori Aleksandrov, Mikhail Gomorov, I. Ivanov",0,0,Strike (Stachka),0,N/A,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,18,,,,,,,not,,,0,Soviet Union,Soviet Union,0,Sergei M. Eisenstein,0,1,,0,0,drama,,,Drama,0,0,15361,15361,tt0015361,tt0015361,7.6,Stachka (1925),4904,TRUE,,N/A,,N/A,0,0,0,0,A group of oppressed factory workers go on strike in pre-revolutionary Russia.,,http://ia.media-imdb.com/images/M/MV5BMjA5Mzc0Mzg3MF5BMl5BanBnXkFtZTgwNzgyMzQ2MTE@._V1_SX300.jpg,0.977981804,,,,,NOT RATED,2211,7.7,4353,,0,"82,Spain:81,UK:95,Spain:94",DVD special edition,82 min,0,0,0,Strike,movie,0,0,,"Grigori Aleksandrov, Sergei M. Eisenstein, Ilya Kravchunovsky, Valerian Pletnev",1925
0.016917,80,0.035525,168,0.053711,254,0.05794,274,0.021358,101,0.005287,25,0.001903,9,0.067879,321,0.002326,11,0,0,0.001269,6,0.098118,464,,0.014591,69,0.006132,29,4,Crime,France,0.009727,http://www.imdb.com/title/tt0047892,0.005921,0,0.000423,0.001269,0.001691,1,0,0,0,0,0,1,0.012899,61,0.019032,90,0.110806,524,0.01015,48,0.04335,205,0.001903,9,0.035314,167,0.018186,86,0.090717,429,0,0,0,0,0.002115,10,0.002326,11,0.009093,43,0.000211,1,0.027067,128,0.041869,198,0.14041,664,0.005921,28,0.548319,2593,41010,,0.001057,5,0.004864,23,0.002538,12,0.010785,51,0.003806,18,0.062593,100767,76488,296,0.011207,53,0.004864,23,0,0,0.000423,2,0.018609,88,0.02897,137,0.06365,301,0.009939,47,0.022838,108,0.01586,75,0.003595,17,0.025798,122,1322,47892,Bob le flambeur,1956,0.03468,164,0.029816,141,0.016917,80,0.00296,14,0.002115,10,0.017128,81,8985,,0.024952,118,0.038909,184,0.039543,187,0.031296,148,0.159019,752,0.101924,482,5,0.22288,1054,0.000634,3,0.001057,5,0.014591,69,,,0.135547,641,0.000634,3,0.020935,99,0.009516,45,0.004018,19,0.010362,49,0.000634,3,0.019877,94,0.152252,720,0.066822,316,1,264,264,srt,eng,1,0.002326,11,0.022838,108,0.002749,13,0.047579,225,4729,4729,0,0,platinum member,0.207655,982,8985,0.012899,61,0.017763,84,1950s,0.060901,288,0,"Isabelle Corey, Daniel Cauchy, Roger Duchesne, Guy Decomble",0,0,Bob le Flambeur (Bob the Gambler),0,N/A,0,13,,pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,,,nc-16,,,,,13,,,,,,pg,pg,,18,0,France,France,1,Jean-Pierre Melville,0,1,,0,0,crime,drama,thriller,"Crime, Drama, Thriller",0,0,47892,47892,tt0047892,tt0047892,7.8,Bob le flambeur (1956),7610,TRUE,,"French, English",,80,0,0,0,0,"Bob, an old gangster and gambler is almost broke, so he decides in spite of the warnings of a friend, a high official from the police, to rob a gambling casino in Dauville. Everything is ...",,https://images-na.ssl-images-amazon.com/images/M/MV5BNjIyMDQwMTA0OV5BMl5BanBnXkFtZTcwMjU4MTAyMQ@@._V1_SX300.jpg,0.713208934,,,,,PG,2311,7.8,6783,,0,98,,98 min,0,0,1,Bob le Flambeur,movie,0,0,,"Jean-Pierre Melville (original story), Jean-Pierre Melville (adaptation), Auguste Le Breton (adaptation), Auguste Le Breton (dialogue)",1956
