imdb_id,rank_afc_2007,rank_afc_1998,rank_wga_2005,rank_ss_2012,included_in_guardian_list,included_in_1001_book,title,year,rated,released,runtime,genre,director,writer,actors,plot,language,country,awards,poster,metascore,imdb_rating,imdb_votes,alternate_title
tt0042804,,,,,,TRUE,The Young and the Damned,1950,NOT RATED,24-Mar-52,80 min,"Crime, Drama",Luis Bu_±uel,"Luis Alcoriza, Luis Bu_±uel","Estela Inda, Miguel Incl__n, Alfonso Mej__a, Roberto Cobo","A group of juvenile delinquents live a violent and crime-filled life in the festering slums of Mexico City, and the morals of young Pedro are gradually corrupted and destroyed by the others...",Spanish,Mexico,Nominated for 1 BAFTA Film Award. Another 12 wins & 4 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BODM4OTk1MjI5NV5BMl5BanBnXkFtZTgwNTg0NTQzMjE@._V1_SX300.jpg,N/A,8.3,"13,508",Los Olvidados (The Young and the Damned)
tt0042530,,,,,,TRUE,Gun Crazy,1950,PASSED,20-Jan-50,86 min,"Crime, Drama, Film-Noir",Joseph H. Lewis,"MacKinlay Kantor (screenplay), Dalton Trumbo (screenplay), MacKinlay Kantor (story ""Gun Crazy""), Millard Kaufman (front for Dalton Trumbo)","Peggy Cummins, John Dall, Berry Kroeger, Morris Carnovsky","A well meaning crack shot husband is pressured by his beautiful marksman wife to go on an interstate robbery spree, where he finds out just how depraved and deadly she really is.",English,USA,1 win.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyNjcyOTMyMV5BMl5BanBnXkFtZTgwMzU0MDgyMTE@._V1_SX300.jpg,N/A,7.7,"8,141",Gun Crazy
tt0042876,,,,26,TRUE,TRUE,Rashomon,1950,UNRATED,26-Dec-51,88 min,"Crime, Drama, Mystery",Akira Kurosawa,"Ry_»nosuke Akutagawa (stories), Akira Kurosawa (screenplay), Shinobu Hashimoto (screenplay)","Toshir_´ Mifune, Machiko Ky_´, Masayuki Mori, Takashi Shimura",A heinous crime and its aftermath are recalled from differing points of view.,Japanese,Japan,Nominated for 1 Oscar. Another 9 wins & 3 nominations.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1._CR0,0,503,683_UY268_CR7,0,182,268_AL_.jpg",N/A,8.3,"103,331",Rashomon
tt0042208,,,,,,TRUE,The Asphalt Jungle,1950,PASSED,23-May-50,112 min,"Crime, Film-Noir, Drama",John Huston,"Ben Maddow (screen play), John Huston (screen play), W.R. Burnett (from a novel by)","Sterling Hayden, Louis Calhern, Jean Hagen, James Whitmore","A major heist goes off as planned, until bad luck and double crosses cause everything to unravel.","English, German",USA,Nominated for 4 Oscars. Another 5 wins & 11 nominations.,http://ia.media-imdb.com/images/M/MV5BMjAyNTg4NjE2MF5BMl5BanBnXkFtZTgwNDk1NDkyMTE@._V1_SX300.jpg,N/A,7.9,"17,769","Asphalt Jungle, The"
tt0042192,28,16,5,,,TRUE,All About Eve,1950,APPROVED,15-Jan-51,138 min,Drama,Joseph L. Mankiewicz,Joseph L. Mankiewicz (written for the screen by),"Bette Davis, Anne Baxter, George Sanders, Celeste Holm",An ingenue insinuates herself into the company of an established but aging stage actress and her circle of theater friends.,"English, French",USA,Won 6 Oscars. Another 16 wins & 17 nominations.,http://ia.media-imdb.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_SX300.jpg,N/A,8.3,"83,579",All About Eve
tt0042593,,,,,,TRUE,In a Lonely Place,1950,APPROVED,17-May-50,94 min,"Drama, Film-Noir, Mystery",Nicholas Ray,"Andrew Solt (screenplay), Edmund H. North (adaptation), Dorothy B. Hughes (story)","Humphrey Bogart, Gloria Grahame, Frank Lovejoy, Carl Benton Reid",A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. But she begins to have doubts...,English,USA,1 win.,http://ia.media-imdb.com/images/M/MV5BZTcxYTZhMDctZWVlZi00YjM3LWI1ZTEtMzRmMGM1NjJmMDYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,8,"16,975",In a Lonely Place
tt0043014,16,12,7,,,TRUE,Sunset Blvd.,1950,NOT RATED,29-Sep-50,110 min,"Drama, Film-Noir, Romance",Billy Wilder,"Charles Brackett, Billy Wilder, D.M. Marshman Jr.","William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson",A hack screenwriter writes a screenplay for a former silent-film star who has faded into Hollywood obscurity.,English,USA,Won 3 Oscars. Another 15 wins & 18 nominations.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3NDYzODAwNV5BMl5BanBnXkFtZTgwODg1MTczMTE@._V1_UX182_CR0,0,182,268_AL_.jpg",N/A,8.5,"140,667",Sunset Blvd.
tt0041719,,,,,,TRUE,Orpheus,1950,UNRATED,29-Nov-50,95 min,"Fantasy, Drama, Romance",Jean Cocteau,Jean Cocteau,"Jean Marais, Fran__ois P_©rier, Mar__a Casares, Marie D_©a",A poet in love with Death follows his unhappy wife into the underworld.,French,France,Nominated for 1 BAFTA Film Award. Another 1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTUwMjUwMTY2MV5BMl5BanBnXkFtZTgwNzA2MDM5MTE@._V1_SX300.jpg,N/A,8.1,"7,483",Orpheus (Orphee)
tt0042895,,,,,,TRUE,Rio Grande,1950,APPROVED,15-Nov-50,105 min,"Romance, Western",John Ford,"James Kevin McGuinness (screenplay), James Warner Bellah (Saturday Evening Post story)","John Wayne, Maureen O'Hara, Ben Johnson, Claude Jarman Jr.","A cavalry officer posted on the Rio Grande must deal with murderous raiding Apaches, his son who's a risk-taking recruit and his wife from whom he has been separated for many years.",English,USA,1 nomination.,http://ia.media-imdb.com/images/M/MV5BMTY0NjI2MTYyMl5BMl5BanBnXkFtZTcwODQ0MTA0MQ@@._V1_SX300.jpg,N/A,7.2,"10,399",Rio Grande
tt0043265,65,17,70,,,TRUE,The African Queen,1951,PG,21-Mar-52,105 min,"Adventure, Drama, Romance",John Huston,"C.S. Forester (novel), James Agee (adapted for the screen by), John Huston (adapted for the screen by)","Humphrey Bogart, Katharine Hepburn, Robert Morley, Peter Bull","In Africa during WWI, a gin-swilling riverboat captain is persuaded by a strait-laced missionary to use his boat to attack an enemy warship.","English, German, Swahili","USA, UK",Won 1 Oscar. Another 2 wins & 9 nominations.,http://ia.media-imdb.com/images/M/MV5BOTg0NjY1NTEyMF5BMl5BanBnXkFtZTgwNjUwMTY3MjE@._V1_SX300.jpg,N/A,7.9,"58,650","African Queen, The"
tt0044829,,,,,,TRUE,The Lavender Hill Mob,1951,APPROVED,10-Sep-51,78 min,"Comedy, Crime",Charles Crichton,T.E.B. Clarke (original screenplay),"Alec Guinness, Stanley Holloway, Sidney James, Alfie Bass",A meek bank clerk who oversees the shipment of bullion joins with an eccentric neighbor to steal gold bars and smuggle them out of the country as miniature Eiffel Towers.,"English, French, Portuguese",UK,Won 1 Oscar. Another 3 wins & 4 nominations.,http://ia.media-imdb.com/images/M/MV5BMTY3OTUwMTg2OV5BMl5BanBnXkFtZTcwNjYwMDYyMQ@@._V1_SX300.jpg,N/A,7.7,"9,688","Lavender Hill Mob, The"
tt0044079,,,,,,TRUE,Strangers on a Train,1951,PG,30-Jun-51,101 min,"Crime, Film-Noir, Romance",Alfred Hitchcock,"Raymond Chandler (screen play), Czenzi Ormonde (screen play), Whitfield Cook (adaptation), Patricia Highsmith (from the novel by)","Farley Granger, Ruth Roman, Robert Walker, Leo G. Carroll",A psychotic socialite confronts a pro tennis star with a theory on how two complete strangers can get away with murder - a theory that he plans to implement.,"English, French",USA,Nominated for 1 Oscar. Another 1 win & 1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNzk0MTQxMF5BMl5BanBnXkFtZTcwNjM5NTIwNA@@._V1_SX300.jpg,N/A,8.1,"97,605",Strangers on a Train
tt0044081,47,45,,,,TRUE,A Streetcar Named Desire,1951,PG,1-Dec-51,122 min,Drama,Elia Kazan,"Tennessee Williams (screen play), Oscar Saul (adaptation), Tennessee Williams (original play ""A Streetcar Named Desire"")","Vivien Leigh, Marlon Brando, Kim Hunter, Karl Malden",Disturbed Blanche DuBois moves in with her sister in New Orleans and is tormented by her brutish brother-in-law while her reality crumbles around her.,"English, Spanish",USA,Won 4 Oscars. Another 13 wins & 15 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3OTQ4MzY3M15BMl5BanBnXkFtZTcwODM0ODcyMg@@._V1_SX300.jpg,N/A,8,"79,143",A Streetcar Named Desire
tt0042619,,,,,,TRUE,Diary of a Country Priest,1951,APPROVED,5-Apr-54,95 min,Drama,Robert Bresson,"Georges Bernanos (novel), Robert Bresson","Claude Laydu, Jean Riveyre, Adrien Borel, Rachel B_©rendt",A young priest taking over the parish at Ambricourt tries to fulfill his duties even as he fights a mysterious stomach ailment.,French,France,Nominated for 1 BAFTA Film Award. Another 7 wins & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BNDU2MTE1NjAyNl5BMl5BanBnXkFtZTcwNzE4NjQyMQ@@._V1_SX300.jpg,N/A,8,"6,777",Diary of a Country Priest (Journal d'un cure de campagne)
tt0043899,,,,,,TRUE,Pandora and the Flying Dutchman,1951,APPROVED,15-Oct-51,122 min,"Drama, Fantasy, Mystery",Albert Lewin,"Albert Lewin (story and screenplay), Omar Khayyam (quotation)","James Mason, Ava Gardner, Nigel Patrick, Sheila Sim",A seductive woman falls in love with a mysterious ship's captain.,"English, Spanish",UK,3 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5OTQ3NzQ0M15BMl5BanBnXkFtZTYwNzk2MTc4._V1_SX300.jpg,N/A,7.1,"2,134",Pandora and the Flying Dutchman
tt0043338,,,,,,TRUE,Ace in the Hole,1951,NOT RATED,4-Jul-51,111 min,"Drama, Film-Noir",Billy Wilder,"Billy Wilder, Lesser Samuels, Walter Newman","Kirk Douglas, Jan Sterling, Robert Arthur, Porter Hall","A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to re-jump start his career, but the situation quickly escalates into an out-of-control circus.","English, Spanish, Latin",USA,Nominated for 1 Oscar. Another 3 wins & 2 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNjYzMTc0M15BMl5BanBnXkFtZTcwMzM2Njc0MQ@@._V1_SX300.jpg,72,8.2,"19,478",Ace in the Hole (The Big Carnival)
tt0043924,,92,,,,TRUE,A Place in the Sun,1951,PASSED,11-Oct-51,122 min,"Drama, Film-Noir, Romance",George Stevens,"Theodore Dreiser (novel), Patrick Kearney (play), Michael Wilson (screenplay), Harry Brown (screenplay)","Montgomery Clift, Elizabeth Taylor, Shelley Winters, Anne Revere",A poor boy gets a job working for his rich uncle and ends up falling in love with two women.,English,USA,Won 6 Oscars. Another 8 wins & 10 nominations.,http://ia.media-imdb.com/images/M/MV5BN2VmNjJlOGItNmQ5OS00Yjc5LTk5NmQtNDZmYzg4NDgyMzJjXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,N/A,7.8,"15,118",A Place In The Sun
tt0043278,,68,,,,TRUE,An American in Paris,1951,PASSED,11-Nov-51,113 min,"Drama, Musical, Romance",Vincente Minnelli,"Alan Jay Lerner (story by), Alan Jay Lerner (screen play by)","Gene Kelly, Leslie Caron, Oscar Levant, Georges Gu_©tary",Three friends struggle to find work in Paris. Things become more complicated when two of them fall in love with the same woman.,"English, French, German",USA,Won 6 Oscars. Another 4 wins & 7 nominations.,http://ia.media-imdb.com/images/M/MV5BMTYyMTU2NzkyN15BMl5BanBnXkFtZTcwNzYxMTgxMQ@@._V1_SX300.jpg,N/A,7.2,"22,075",An American In Paris
tt0043456,,,,,,TRUE,The Day the Earth Stood Still,1951,APPROVED,28-Sep-51,92 min,"Drama, Sci-Fi",Robert Wise,"Edmund H. North (screen play), Harry Bates (based on a story by)","Michael Rennie, Patricia Neal, Hugh Marlowe, Sam Jaffe",An alien lands and tells the people of Earth that they must live peacefully or be destroyed as a danger to other planets.,"English, French, Hindi, Russian",USA,Won 1 Golden Globe. Another 2 wins & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BMjIxMjAyMTcxNF5BMl5BanBnXkFtZTgwODgwNjc0MjE@._V1_SX300.jpg,N/A,7.8,"64,508","Day the Earth Stood Still, The"
tt0044487,,,,,,TRUE,The Golden Coach,1952,APPROVED,5-Jan-54,103 min,"Comedy, Drama, History",Jean Renoir,"Jean Renoir (story and screenplay), Jack Kirkland (story and screenplay), Renzo Avanzo (story and screenplay), Giulio Macchi (story and screenplay), Ginette Doynel (story and screenplay), Prosper M_©rim_©e (inspired by ""Le Carrosse du Saint-Sacrement"")","Anna Magnani, Odoardo Spadaro, Nada Fiorelli, Dante","In Peru in the eighteenth century. Camilla, the star of a theater company, hesitates between three men. The Viceroy gives her his magnificent golden coach. A young Spanish officer suggests ...",English,"France, Italy",1 win.,http://ia.media-imdb.com/images/M/MV5BMTcwMDY2NDY0Nl5BMl5BanBnXkFtZTgwODkwMjk5MDE@._V1_SX300.jpg,N/A,7.2,"1,840","Golden Coach, The (Le carrosse d'or)"
tt0045061,,,,,,TRUE,The Quiet Man,1952,NOT RATED,14-Sep-52,129 min,"Comedy, Drama, Romance",John Ford,"Frank S. Nugent (screenplay), Maurice Walsh (from the story by)","John Wayne, Maureen O'Hara, Barry Fitzgerald, Ward Bond","A retired American boxer returns to the village of his birth in Ireland, where he finds love.","English, Irish",USA,Won 2 Oscars. Another 8 wins & 8 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjY2OTc4OTg1OF5BMl5BanBnXkFtZTgwNzUwODQ3MTE@._V1_SX300.jpg,N/A,7.9,"27,141","Quiet Man, The"
tt0045152,5,10,65,20,,TRUE,Singin' in the Rain,1952,APPROVED,11-Apr-52,103 min,"Comedy, Musical, Romance","Stanley Donen, Gene Kelly","Betty Comden (story by), Adolph Green (story by)","Gene Kelly, Donald O'Connor, Debbie Reynolds, Jean Hagen",A silent film production company and cast make a difficult transition to sound.,English,USA,Nominated for 2 Oscars. Another 5 wins & 7 nominations.,http://ia.media-imdb.com/images/M/MV5BMTUxMTIyNTI4Nl5BMl5BanBnXkFtZTcwNTk1ODQyMg@@._V1_SX300.jpg,N/A,8.3,"151,178",Singin' In The Rain
tt0043511,,,,,,TRUE,Europe '51,1952,APPROVED,3-Nov-54,113 min,Drama,Roberto Rossellini,"Roberto Rossellini (story), Roberto Rossellini, Sandro De Feo, Mario Pannunzio, Ivo Perilli, Brunello Rondi","Ingrid Bergman, Alexander Knox, Ettore Giannini, Giulietta Masina","Irene Girard is an ambassador's wife and used to living in luxury. After the dramatic death of her son, she feels guilty of having neglected him and feels compelled to help people in need ...",Italian,Italy,4 wins & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BMjBhMjEwYTEtYWUzMi00ODI5LThiMTUtZDA4NzI4MTg4ZDdhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,N/A,7.6,"2,001",Europa '51 (The Greatest Love)
tt0044741,,,,,,TRUE,Ikiru,1952,NOT RATED,25-Mar-56,143 min,Drama,Akira Kurosawa,"Akira Kurosawa, Shinobu Hashimoto, Hideo Oguni","Takashi Shimura, Shin'ichi Himori, Haruo Tanaka, Minoru Chiaki",A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.,Japanese,Japan,Nominated for 1 BAFTA Film Award. Another 5 wins.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMDU0MTQzNV5BMl5BanBnXkFtZTcwOTk2NDQyMQ@@._V1._CR12,28,314,446_UY268_CR3,0,182,268_AL_.jpg",N/A,8.3,"42,842",Ikiru (To Live)
tt0045274,,,,,,TRUE,Umberto D.,1952,NOT RATED,7-Nov-55,89 min,Drama,Vittorio De Sica,Cesare Zavattini (story and screenplay),"Carlo Battisti, Maria Pia Casilio, Lina Gennari, Ileana Simova",A elderly man and his dog struggle to survive on his government pension in Rome.,Italian,Italy,Nominated for 1 Oscar. Another 3 wins & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BMjExOTUxMDI3Nl5BMl5BanBnXkFtZTcwNjU2MDAwMQ@@._V1_SX300.jpg,92,8.2,"16,700",Umberto D
tt0044391,,,,,,TRUE,The Bad and the Beautiful,1952,UNRATED,9-Feb-53,118 min,"Drama, Romance",Vincente Minnelli,"Charles Schnee (screenplay), George Bradshaw (story)","Lana Turner, Kirk Douglas, Walter Pidgeon, Dick Powell","An unscrupulous movie producer uses an actress, a director and a writer to achieve success.",English,USA,Won 5 Oscars. Another 2 wins & 7 nominations.,http://ia.media-imdb.com/images/M/MV5BMTk2OTIyODIzNV5BMl5BanBnXkFtZTYwNTY2NDk4._V1_SX300.jpg,N/A,7.9,"9,772","Bad and the Beautiful, The"
tt0044706,27,33,75,,,TRUE,High Noon,1952,PG,30-Jul-52,85 min,"Drama, Thriller, Western",Fred Zinnemann,"Carl Foreman (screenplay), John W. Cunningham (magazine story ""The Tin Star"")","Gary Cooper, Thomas Mitchell, Lloyd Bridges, Katy Jurado","A marshall, personally compelled to face a returning deadly enemy, finds that his own town refuses to help him.","English, Spanish",USA,Won 4 Oscars. Another 13 wins & 10 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMDgwZmRiMDEtZDIxNi00NTIzLWFjYTAtYTZjYmRjMTNhNWNlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,89,8,"80,959",High Noon
tt0043686,,,,,,TRUE,Forbidden Games,1952,NOT RATED,8-Dec-52,86 min,"Drama, War",Ren_© Cl_©ment,"Jean Aurenche (dialogue), Jean Aurenche (screenplay), Pierre Bost (dialogue), Pierre Bost (screenplay), Fran__ois Boyer (dialogue), Fran__ois Boyer (novel), Fran__ois Boyer (screenplay), Ren_© Cl_©ment","Georges Poujouly, Brigitte Fossey, Am_©d_©e, Laurence Badie","A young French girl orphaned in a Nazi air attack is befriended by the son of a poor farmer, and together they try to come to terms with the realities of death.",French,France,Nominated for 1 Oscar. Another 8 wins.,http://ia.media-imdb.com/images/M/MV5BMzE4NTc0MDc1NV5BMl5BanBnXkFtZTgwODAxMTEyNTE@._V1_SX300.jpg,N/A,7.9,"8,416",Forbidden Games (Jeux interdits)
tt0044419,,,,,,TRUE,The Big Sky,1952,APPROVED,19-Aug-52,140 min,"Drama, Western",Howard Hawks,"Dudley Nichols (screenplay), A.B. Guthrie Jr. (novel)","Kirk Douglas, Dewey Martin, Elizabeth Threatt, Arthur Hunnicutt",The success of the journey focuses on keeping the Indian girl alive as well as themselves to complete trade with the Blackfeet.,"French, English",USA,Nominated for 2 Oscars. Another 1 nomination.,"https://images-na.ssl-images-amazon.com/images/M/MV5BY2RjNmYzZTYtYTMzMi00YjMwLWJiNjktNGY5MjA1MmEzMzBmXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR10,0,182,268_AL_.jpg",N/A,7.1,"2,867","Big Sky, The"
tt0046414,,,,,,TRUE,Beat the Devil,1953,APPROVED,17-Dec-53,89 min,"Action, Adventure, Comedy",John Huston,"Claud Cockburn (based on the novel ""Beat the Devil"" by), Truman Capote (screenplay), John Huston (screenplay)","Humphrey Bogart, Jennifer Jones, Gina Lollobrigida, Robert Morley","On their way to Africa are a group of rogues who hope to get rich there, and a seemingly innocent British couple. They meet and things happen...","English, Italian","UK, USA, Italy",1 win.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3MDg2OTAzNF5BMl5BanBnXkFtZTgwODUzNzYzMjE@._V1_SX300.jpg,N/A,6.6,"6,206",Beat the Devil
tt0046268,,,,,TRUE,TRUE,The Wages of Fear,1953,NOT RATED,16-Feb-55,131 min,"Adventure, Drama, Thriller",Henri-Georges Clouzot,"Georges Arnaud (novel), Henri-Georges Clouzot (adaptation), J_©r_´me G_©ronimi (adaptation)","Yves Montand, Charles Vanel, Folco Lulli, Peter van Eyck","In a decrepit South American village, men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.","French, English, Spanish, German, Italian, Russian","France, Italy",Won 1 BAFTA Film Award. Another 5 wins.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MzkyNDgyMF5BMl5BanBnXkFtZTgwODg2MTMzMjE@._V1_SX300.jpg,N/A,8.2,"35,833","Wages of Fear, The (La salaire de la peur)"
tt0046487,,,,,,TRUE,Monsieur Hulot's Holiday,1953,APPROVED,16-Jun-54,83 min,Comedy,Jacques Tati,"Henri Marquet (dialogue), Henri Marquet (screenplay), Henri Marquet (story), Jacques Tati (dialogue), Jacques Tati (screenplay), Jacques Tati (story)","Jacques Tati, Nathalie Pascaud, Micheline Rolla, Valentine Camax","Monsieur Hulot comes to a beachside hotel for a vacation, where he accidentally (but good-naturedly) causes havoc.","German, English, French",France,Nominated for 1 Oscar. Another 2 wins & 2 nominations.,http://ia.media-imdb.com/images/M/MV5BMTg5NDE0OTg5MF5BMl5BanBnXkFtZTgwNDE3ODYxMTE@._V1_SX300.jpg,N/A,7.6,"12,312",Mr. Hulot's Holiday (Les vacances de M. Hulot)
tt0045810,,,,,,TRUE,Gentlemen Prefer Blondes,1953,NOT RATED,1-Aug-53,91 min,"Comedy, Crime, Musical",Howard Hawks,"Charles Lederer (screen play), Joseph Fields (based on the musical comedy by), Anita Loos (based on the musical comedy by)","Jane Russell, Marilyn Monroe, Charles Coburn, Elliott Reid","Showgirls Lorelei Lee and Dorothy Shaw travel to Paris, pursued by a private detective hired by the suspicious father of Lorelei's fianc_©, as well as a rich, enamored old man and many other doting admirers.","English, French",USA,1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BM2VkYjU5ZjQtZjBiZC00MzY1LWIxY2UtNGMzNjk1YzBhOTZhXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_SX300.jpg,N/A,7.3,"22,832",Gentlemen Prefer Blondes
tt0045537,,,,,,TRUE,The Band Wagon,1953,PASSED,7-Aug-53,112 min,"Comedy, Musical, Romance",Vincente Minnelli,"Betty Comden (story and screen play by), Adolph Green (story and screen play by)","Fred Astaire, Cyd Charisse, Oscar Levant, Nanette Fabray",A pretentiously artistic director is hired for a new Broadway musical and changes it beyond recognition.,"English, French",USA,Nominated for 3 Oscars. Another 2 wins & 1 nomination.,http://ia.media-imdb.com/images/M/MV5BNjM0NzUwNTc1NF5BMl5BanBnXkFtZTgwOTY0OTgxMTE@._V1_SX300.jpg,N/A,7.6,"7,356","Band Wagon, The"
tt0046250,,,,,TRUE,TRUE,Roman Holiday,1953,NOT RATED,2-Sep-53,118 min,"Comedy, Romance",William Wyler,"Ian McLellan Hunter (screenplay), John Dighton (screenplay), Dalton Trumbo (screenplay), Dalton Trumbo (story)","Gregory Peck, Audrey Hepburn, Eddie Albert, Hartley Power",A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,"English, Italian, German",USA,Won 3 Oscars. Another 7 wins & 15 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1ODgzODA1Nl5BMl5BanBnXkFtZTcwNTI0MzU3Mg@@._V1_SX300.jpg,76,8.1,"102,328",Roman Holiday
tt0044357,,,,,,TRUE,Angel Face,1953,NOT RATED,11-Feb-53,91 min,"Crime, Drama, Film-Noir",Otto Preminger,"Frank S. Nugent (screenplay), Oscar Millard (screenplay), Chester Erskine (story)","Robert Mitchum, Jean Simmons, Mona Freeman, Herbert Marshall",Ambulance driver Frank Jessup is ensnared in the schemes of the sensuous but dangerous Diane Tremayne.,"English, Japanese",USA,N/A,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5NTk3ODc0OF5BMl5BanBnXkFtZTcwMjY5Nzc0MQ@@._V1._CR10,18,321,463_UY268_CR2,0,182,268_AL_.jpg",N/A,7.3,"4,922",Angel Face
tt0045555,,,,,,TRUE,The Big Heat,1953,NOT RATED,14-Oct-53,90 min,"Crime, Film-Noir, Thriller",Fritz Lang,"Sydney Boehm (screenplay), William P. McGivern (Saturday Evening Post serial)","Glenn Ford, Gloria Grahame, Jocelyn Brando, Alexander Scourby",Tough cop Dave Bannion takes on a politically powerful crime syndicate.,English,USA,2 wins.,http://ia.media-imdb.com/images/M/MV5BMjI4NjA4ODUwM15BMl5BanBnXkFtZTcwNTU1MzQ3Mg@@._V1_SX300.jpg,N/A,8,"16,798","Big Heat, The"
tt0046187,,,,,,TRUE,Pickup on South Street,1953,APPROVED,1-Aug-53,80 min,"Crime, Film-Noir, Thriller",Samuel Fuller,"Samuel Fuller (screenplay), Dwight Taylor (story)","Richard Widmark, Jean Peters, Thelma Ritter, Murvyn Vye",A pickpocket unwittingly lifts a message destined for enemy agents and becomes a target for a Communist spy ring.,English,USA,Nominated for 1 Oscar. Another 1 win & 1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3MDIxODQyOF5BMl5BanBnXkFtZTcwMTI5NjQyMQ@@._V1_SX300.jpg,N/A,7.8,"9,285",Pickup on South Street
tt0046438,,,,3,TRUE,TRUE,Tokyo Story,1953,NOT RATED,13-Mar-72,136 min,Drama,Yasujir_´ Ozu,"K_´go Noda (scenario), Yasujir_´ Ozu (scenario)","Chish_» Ry_», Chieko Higashiyama, Setsuko Hara, Haruko Sugimura",An old couple visit their children and grandchildren in the city; but the children have little time for them.,"Japanese, English",Japan,3 wins.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMmIxZGIzZmMtMGU3Ny00OWU2LWI2NjMtZmVjN2M0MDYwMmVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY268_CR4,0,182,268_AL_.jpg",N/A,8.3,"26,969",Tokyo Story
tt0046478,,,,50,,TRUE,Ugetsu,1953,APPROVED,7-Sep-54,96 min,"Drama, Fantasy, War",Kenji Mizoguchi,"Matsutar_´ Kawaguchi (adaptation), Hisakazu Tsuji (idea), Akinari Ueda (stories), Yoshikata Yoda (screenplay)","Machiko Ky_´, Mitsuko Mito, Kinuyo Tanaka, Masayuki Mori","A fantastic tale of war, love, family and ambition set in the midst of the Japanese Civil Wars of the sixteenth century.",Japanese,Japan,Nominated for 1 Oscar. Another 4 wins & 1 nomination.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NDE0OTI3NF5BMl5BanBnXkFtZTcwNjEyMTIzMQ@@._V1._CR15,24,325,474_UY268_CR1,0,182,268_AL_.jpg",N/A,8.2,"14,404",Ugetsu (Ugetsu monogatari)
tt0045557,,,,,,TRUE,The Bigamist,1953,APPROVED,3-Dec-53,80 min,"Drama, Film-Noir",Ida Lupino,"Lawrence B. Marcus (story), Lou Schor (story), Collier Young (screenplay)","Joan Fontaine, Ida Lupino, Edmund Gwenn, Edmond O'Brien",Harry and Eve Graham are trying to adopt a baby. The head of the agency senses Harry is keeping a secret and does some investigating. He soon discovers Harry has done an unusual amount of ...,English,USA,N/A,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5NTY0NDE0MV5BMl5BanBnXkFtZTgwMDc2NTc0MTE@._V1_SX300.jpg,N/A,6.8,"1,680","Bigamist, The"
